protIDs,surfaces,prot_lengths,surface_seq,frac_mod_beta_list,frac_mod_alfa_list,frac_exp_alfa_list,frac_k_minus_r,frac_neg,frac_pos,frac_charged,pos_minus_neg
P0AFU8,11290.686569077945,206,54.80915810232012,0.2823529411764706,0.3404255319148936,0.40425531914893614,0.014563106796116505,0.0005655575454802526,0.0005891224432085964,0.001154679988688849,2.3564897728343818e-05
P0AF18,15662.882766916577,381,41.109928522090755,0.44,0.30303030303030304,0.3333333333333333,0.02142857142857143,0.0007653061224489794,0.0006122448979591836,0.0013775510204081633,-0.0001530612244897958
P0ADA1,8961.595902926165,179,50.0647815805931,0.0,0.4,0.6,0.0,0.0020811654526534857,0.0,0.0020811654526534857,-0.0020811654526534857
P0A752,10648.684672351945,213,49.99382475282603,0.26666666666666666,0.32608695652173914,0.20652173913043478,-0.018779342723004692,0.0005289955696621041,0.0005069540875928497,0.0010359496572549538,-2.2041482069254403e-05
P0ACU2,10596.803942726365,196,54.06532623839982,0.0,0.3161290322580645,0.2709677419354839,0.010204081632653059,0.0005466472303206997,0.0005726780508121616,0.0011193252811328614,2.6030820491461902e-05
P69441,10926.237064617153,214,51.05718254493997,0.24324324324324326,0.4,0.24761904761904763,0.023364485981308407,0.0007205869508253996,0.000676915014411739,0.0013975019652371383,-4.36719364136606e-05
P05804,25180.098801909902,590,42.678133562559154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0AFI7,12058.806476791633,195,61.840033214316065,0.0,0.29411764705882354,0.6470588235294118,-0.09090909090909091,0.0027548209366391185,0.0027548209366391185,0.005509641873278237,0.0
P0AF93,6711.511922535926,126,53.265967639174015,0.23076923076923078,0.3684210526315789,0.18421052631578946,0.03809523809523809,0.0008163265306122449,0.0005442176870748299,0.0013605442176870747,-0.000272108843537415
P37672,16166.406266485914,317,50.99812702361487,0.0,0.4090909090909091,0.5,0.0,0.003333333333333333,0.0022222222222222222,0.005555555555555556,-0.001111111111111111
P0A9D4,11758.773289742794,253,46.47736478159207,0.0,0.19047619047619047,0.8095238095238095,0.0,0.006944444444444444,0.0,0.006944444444444444,-0.006944444444444444
P76270,7827.866362362334,159,49.23186391422852,0.3333333333333333,0.27419354838709675,0.24193548387096775,-0.012578616352201255,0.0007911079466793244,0.0005142201653415609,0.0013053281120208853,-0.00027688778133776355
P0ADV9,7741.561980676769,124,62.43195145707072,0.42857142857142855,0.0,0.0,0.061224489795918366,0.0016659725114535609,0.0020824656393169513,0.003748438150770512,0.00041649312786339043
P41409,12651.835921775446,302,41.89349642972002,0.3333333333333333,0.16,0.44,-0.012658227848101267,0.001121615125781125,0.000801153661272232,0.001922768787053357,-0.0003204614645088929
P09147,14088.813875268572,338,41.68288128777684,0.26229508196721313,0.2446043165467626,0.16546762589928057,-0.005917159763313605,0.00031511501698119817,0.0003501277966457757,0.0006652428136269739,3.501277966457754e-05
P17952,21237.522931726115,461,46.068379461444934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P75914,9946.873042931966,234,42.50800445697421,0.1875,0.3111111111111111,0.35555555555555557,0.037500000000000006,0.0006640625,0.0008203125,0.001484375,0.00015624999999999992
P0AFM2,13809.973253761531,309,44.69247007689816,0.2,0.3357664233576642,0.2116788321167883,0.06796116504854369,0.00032467192425718203,0.0003246719242571821,0.0006493438485143641,5.421010862427522e-20
P77202,12569.082992895543,229,54.88682529648709,0.26785714285714285,0.3409090909090909,0.23863636363636365,0.074235807860262,0.0004385881276100761,0.0004576571766366011,0.0008962453042466773,1.9069049026525003e-05
P08192,16937.82806813262,413,41.01169023760925,0.16666666666666666,0.275,0.2375,-0.02747252747252747,0.0005736022219538703,0.0004830334500664171,0.0010566356720202875,-9.056877188745322e-05
P0AC55,6421.512896956246,98,65.52564180567597,0.0,0.5384615384615384,0.46153846153846156,0.05263157894736842,0.0013850415512465374,0.0027700831024930744,0.004155124653739612,0.001385041551246537
P0A7E1,14534.901122666086,329,44.17903076798203,0.0,0.32142857142857145,0.5714285714285714,-0.041666666666666664,0.0008680555555555555,0.0026041666666666665,0.003472222222222222,0.001736111111111111
P0A6R3,6480.377240765918,79,82.03009165526478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q46851,13796.533936932201,315,43.7985204347054,0.23076923076923078,0.25,0.23809523809523808,-0.01709401709401709,0.0003835196142888451,0.0004930966469428008,0.0008766162612316459,0.00010957703265395574
P0AA25,5778.80155026901,108,53.50742176175009,0.23333333333333334,0.34210526315789475,0.3157894736842105,0.08333333333333333,0.0012002743484224965,0.0007716049382716049,0.0019718792866941014,-0.00042866941015089156
P37744,14098.232425684806,290,48.61459457132692,0.23880597014925373,0.24324324324324326,0.24324324324324326,0.020689655172413793,0.0003923900118906064,0.000356718192627824,0.0007491082045184304,-3.5671819262782375e-05
P0A9C9,12835.718706472666,291,44.108998991315005,0.21739130434782608,0.32967032967032966,0.17582417582417584,-0.01718213058419244,0.0004015068315206481,0.0003424617092381998,0.000743968540758848,-5.90451222824483e-05
P39406,15102.4836229211,329,45.90420554079362,0.2,0.4583333333333333,0.3333333333333333,0.0,0.001913265306122449,0.002232142857142857,0.0041454081632653055,0.0003188775510204081
P31133,13606.918224859564,341,39.902985996655616,0.11290322580645161,0.27380952380952384,0.23809523809523808,0.055718475073313775,0.0003697938614219004,0.00035259414693716086,0.0007223880083590613,-1.7199714484739516e-05
P39451,14090.099881669234,336,41.93482107639653,0.22826086956521738,0.17757009345794392,0.21495327102803738,0.02976190476190476,0.00033659297052154196,0.0003631660997732426,0.0006997590702947845,2.6573129251700656e-05
P0AC88,15304.537344098606,335,45.68518610178688,0.2,0.16666666666666666,0.5833333333333334,0.06060606060606061,0.0018365472910927456,0.0018365472910927456,0.0036730945821854912,0.0
Q47690,11391.927901752033,288,39.555305214416784,0.13157894736842105,0.2975206611570248,0.2644628099173554,-0.03557312252964427,0.00045306128825633893,0.00034370166695308474,0.0007967629552094237,-0.00010935962130325419
P0AFC0,7958.509750676346,147,54.13952211344453,0.26,0.42857142857142855,0.19047619047619047,-0.027210884353741506,0.0008792632699338239,0.0008792632699338239,0.0017585265398676478,0.0
P69346,7640.896629782033,86,88.84763523002364,0.3333333333333333,0.2765957446808511,0.6595744680851063,-0.023255813953488372,0.0014872904272579773,0.0012168739859383451,0.0027041644131963224,-0.0002704164413196322
P0A6I3,15140.235191918564,302,50.133229112313124,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0034602076124567475,0.0034602076124567475,0.006920415224913495,0.0
P0AEM0,10679.236552213399,160,66.74522845133374,0.3050847457627119,0.23809523809523808,0.42857142857142855,-0.0125,0.0008984375,0.0005078125,0.00140625,-0.000390625
P35340,24488.07498841272,519,47.18318880233665,0.2714285714285714,0.23076923076923078,0.26627218934911245,0.026974951830443163,0.0002450243353714903,0.00023388686558187708,0.0004789112009533674,-1.1137469789613202e-05
P0A9N4,11539.995349911242,245,47.102021836372415,0.23076923076923078,0.24210526315789474,0.2631578947368421,0.012244897959183682,0.0005830903790087463,0.0006497292794668888,0.0012328196584756351,6.663890045814245e-05
P0A6B7,16561.57203561873,385,43.017070222386316,0.24,0.28688524590163933,0.2459016393442623,-0.015337423312883437,0.00038578794836087167,0.00043283525913658774,0.0008186232074974595,4.704731077571607e-05
P26281,7978.745984141696,158,50.49839230469428,0.23809523809523808,0.2916666666666667,0.1875,-0.03164556962025317,0.0007210382951450087,0.0006409229290177856,0.0013619612241627945,-8.011536612722312e-05
P00452,27962.421300637077,727,38.46275282068374,0.35,0.2695035460992908,0.2127659574468085,-0.011363636363636367,0.0004447887970615243,0.0005165289256198347,0.0009613177226813589,7.174012855831041e-05
P76318,10165.582006784089,207,49.10909182021299,0.4166666666666667,0.5,0.375,-0.0625,0.00244140625,0.001220703125,0.003662109375,-0.001220703125
P75820,14231.747837959652,257,55.376450731360514,0.1590909090909091,0.26373626373626374,0.18681318681318682,-0.019455252918287938,0.0004390679646928795,0.0004996290632712077,0.0009386970279640873,6.056109857832822e-05
P0A993,13566.76691626859,304,44.62752275088352,0.0,0.28125,0.625,0.075,0.001875,0.003125,0.005,0.0012500000000000002
P39831,10685.436070376534,218,49.015761790718045,0.13793103448275862,0.3411764705882353,0.3058823529411765,-0.038461538461538464,0.0005434126313247192,0.0005736022219538703,0.0011170148532785897,3.0189590629151075e-05
P0ABP8,11565.428450087575,237,48.799276160707066,0.22388059701492538,0.3058823529411765,0.24705882352941178,0.008438818565400845,0.0005341024408481547,0.0005162990261532162,0.0010504014670013708,-1.7803414694938483e-05
P0AE18,11507.73288018533,264,43.58989727342928,0.0958904109589041,0.35526315789473684,0.17105263157894737,0.01901140684410646,0.0005204643698766789,0.0005349217134843644,0.0010553860833610433,1.4457343607685545e-05
P0ADS2,9437.357996869132,106,89.03167921574652,0.16666666666666666,0.38961038961038963,0.5324675324675324,-0.056603773584905655,0.001245995016019936,0.001067995728017088,0.002313990744037024,-0.000177999288002848
P28631,15927.68239162573,324,49.159513554400405,0.13793103448275862,0.23134328358208955,0.30597014925373134,-0.03488372093023256,0.00034553211946397453,0.0004657172044949222,0.0008112493239588967,0.00012018508503094764
P0ADU2,6722.589665611768,103,65.26786083118222,0.45454545454545453,0.25,0.3888888888888889,0.0,0.0009425959091337542,0.0010368555000471297,0.001979451409180884,9.425959091337549e-05
P0ABQ4,8411.29615333143,159,52.90123366875113,0.23404255319148937,0.3170731707317073,0.36585365853658536,-0.01886792452830189,0.000909774138681223,0.0006724417546774258,0.0015822158933586489,-0.00023733238400379722
P0A892,4485.031316417418,76,59.013569952860756,0.2727272727272727,0.4090909090909091,0.2727272727272727,-0.039473684210526314,0.0015581717451523544,0.0013850415512465374,0.0029432132963988916,-0.00017313019390581704
P31808,11655.995795485162,245,47.57549304279658,0.2,0.2807017543859649,0.23684210526315788,-0.03673469387755102,0.00036651395251978343,0.000383173677634319,0.0007496876301541025,1.665972511453556e-05
P31057,10824.268078092795,262,41.3140002980641,0.0,0.3135593220338983,0.2288135593220339,0.003816793893129774,0.00040790163743371596,0.0003350620593205524,0.0007429636967542683,-7.283957811316357e-05
P0A725,13604.48275767893,300,45.34827585892977,0.2708333333333333,0.16470588235294117,0.25882352941176473,-0.009999999999999995,0.00042222222222222227,0.0004111111111111111,0.0008333333333333335,-1.1111111111111152e-05
P0A8I8,8570.485392257056,149,57.52003618964467,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01
P24215,16192.472956072465,395,40.993602420436616,0.1346153846153846,0.31843575418994413,0.20670391061452514,-0.015189873417721524,0.0003845537574106714,0.0003653260695401378,0.0007498798269508092,-1.922768787053356e-05
P0A9H3,31862.830624452265,710,44.877226231622906,0.16666666666666666,0.30625,0.325,0.01912568306010929,0.00028367523664486847,0.000321000925677088,0.0006046761623219565,3.732568903221952e-05
P0A8I3,12985.735894761716,255,50.92445448926163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0AE01,8647.495578961018,169,51.16861289326046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P40191,13485.385652881036,271,49.76157067483777,0.2857142857142857,0.42105263157894735,0.2894736842105263,-0.015384615384615385,0.0005917159763313611,0.0005325443786982249,0.001124260355029586,-5.917159763313613e-05
P69503,9000.036097625883,182,49.450747789153205,0.29508196721311475,0.3880597014925373,0.208955223880597,0.021978021978021976,0.0006641709938413235,0.0005736022219538703,0.0012377732157951937,-9.056877188745322e-05
P00816,11272.570515050602,152,74.1616481253329,0.0,0.25,0.3333333333333333,0.013333333333333332,0.0016,0.0008888888888888889,0.002488888888888889,-0.0007111111111111111
P0A8U6,7452.619710991661,104,71.65980491338135,0.16666666666666666,0.4186046511627907,0.3488372093023256,0.009615384615384609,0.0015717455621301777,0.0013868343195266271,0.002958579881656805,-0.0001849112426035506
P36929,18601.31724190787,425,43.767805275077336,0.20689655172413793,0.32407407407407407,0.19444444444444445,-0.016509433962264154,0.000266998932004272,0.00030593627625489497,0.000572935208259167,3.893734425062297e-05
P45545,15624.282552003864,356,43.88843413484231,0.0,0.5,0.375,-0.027522935779816515,0.0005050079959599361,0.0007575119939399041,0.0012625199898998402,0.00025250399797996804
P0A9P0,22943.737876082858,471,48.712819269814986,0.2903225806451613,0.3048780487804878,0.21951219512195122,0.04670912951167728,0.0002794794469913136,0.0002794794469913136,0.0005589588939826272,0.0
P60472,12265.106593633025,223,55.00047799835437,0.21428571428571427,0.33035714285714285,0.32142857142857145,-0.04484304932735426,0.0004826157775141266,0.0006032697218926582,0.0010858854994067848,0.00012065394437853162
P39325,12550.746934380304,296,42.40117207560913,0.2459016393442623,0.3435114503816794,0.183206106870229,0.08783783783783784,0.0004565376186997809,0.0004337107377647918,0.0008902483564645727,-2.282688093498906e-05
P76143,13723.752821537319,276,49.72374210701927,0.3076923076923077,0.38596491228070173,0.3157894736842105,-0.011976047904191621,0.00046613360106135035,0.0005737028936139696,0.00103983649467532,0.0001075692925526193
P19636,13282.97446240591,252,52.71021612065837,0.21951219512195122,0.29357798165137616,0.3394495412844037,-0.031746031746031744,0.00045666414714033764,0.0005039052658100277,0.0009605694129503653,4.724111866969002e-05
P63228,8653.456984936636,182,47.5464669502013,0.2,0.3108108108108108,0.3108108108108108,0.005494505494505496,0.0008151189469870789,0.0006037918125830214,0.0014189107595701002,-0.00021132713440405752
P00935,16624.846896136754,383,43.40691095597064,0.3333333333333333,0.417910447761194,0.208955223880597,-0.0358974358974359,0.00047337278106508875,0.0005785667324128863,0.001051939513477975,0.00010519395134779753
P30177,13627.311971905301,310,43.959070877113874,0.15,0.3153153153153153,0.2072072072072072,-0.01556420233463035,0.0003936471407591334,0.000560190161849536,0.0009538373026086694,0.00016654302109040254
P63746,6573.876835036869,109,60.3107966517144,0.48484848484848486,0.39473684210526316,0.21052631578947367,0.027522935779816515,0.0008416799932665601,0.0006733439946132481,0.001515023987879808,-0.000168335998653312
P17109,23044.543280155034,554,41.59664852013544,0.2,0.4084507042253521,0.19718309859154928,-0.04,0.00032653061224489796,0.0006857142857142858,0.0010122448979591838,0.00035918367346938785
Q8X6R9,12326.376399472563,246,50.10722113606733,0.1,0.4074074074074074,0.4444444444444444,0.0,0.0012,0.002,0.0032,0.0008000000000000001
P0AF24,11434.910098099686,250,45.73964039239875,0.24,0.23157894736842105,0.25263157894736843,0.0,0.000416,0.00036799999999999995,0.000784,-4.800000000000003e-05
P0A731,7862.730333663773,148,53.12655630853901,0.12121212121212122,0.2753623188405797,0.3333333333333333,-0.013513513513513514,0.000547845142439737,0.0006391526661796933,0.0011869978086194303,9.130752373995624e-05
P0A836,17964.778025293224,388,46.300974291992844,0.23958333333333334,0.25165562913907286,0.2980132450331126,0.01804123711340206,0.00031220108406844515,0.00028563077904134336,0.0005978318631097886,-2.6570305027101787e-05
P0A6I6,8374.044203037676,157,53.33786116584507,0.3448275862068966,0.3188405797101449,0.2753623188405797,-0.01273885350318471,0.0005679743600146051,0.0008113919428780073,0.0013793663028926124,0.0002434175828634022
P0A8I1,6929.0266267106845,120,57.74188855592237,0.275,0.34615384615384615,0.3076923076923077,-0.030000000000000006,0.001,0.0012000000000000001,0.0022,0.0002000000000000001
P39332,7333.152255928957,130,56.408863507145824,0.4444444444444444,0.35294117647058826,0.2647058823529412,-0.038461538461538464,0.0010059171597633137,0.0005917159763313611,0.0015976331360946748,-0.0004142011834319527
P64488,6601.832272506167,105,62.874593071487304,0.0,0.25,0.75,-0.04545454545454545,0.0,0.0025826446280991736,0.0025826446280991736,0.0025826446280991736
P10408,33872.2450740507,691,49.01916797981288,0.06666666666666667,0.3492063492063492,0.20634920634920634,-0.04090909090909091,0.0006818181818181819,0.0005991735537190083,0.0012809917355371902,-8.264462809917357e-05
P09030,12590.614187171064,268,46.97990368347412,0.21518987341772153,0.29545454545454547,0.3181818181818182,-0.029850746268656712,0.0005290710625974604,0.0005429939852973936,0.001072065047894854,1.3922922699933149e-05
P25740,16346.478023711465,370,44.17967033435531,0.2033898305084746,0.2727272727272727,0.23295454545454544,-0.008108108108108109,0.00029218407596785974,0.00038714390065741416,0.0006793279766252739,9.495982468955442e-05
P09099,19144.045592977167,476,40.21858317852346,0.3333333333333333,0.26851851851851855,0.26851851851851855,-0.008982035928143714,0.00031374376994513966,0.00025995912366883,0.0005737028936139698,-5.3784646276309675e-05
P0A786,12243.938004864176,288,42.51367362800061,0.5,0.2903225806451613,0.5806451612903226,0.013157894736842105,0.0008656509695290858,0.0015581717451523544,0.0024238227146814403,0.0006925207756232686
P25535,15749.87717825127,354,44.49117846963636,0.625,0.2,0.6,0.0,0.0,0.0008163265306122448,0.0008163265306122448,0.0008163265306122448
P0A6E4,22861.003638801234,444,51.488746934237014,0.32142857142857145,0.3005464480874317,0.23497267759562843,-0.018018018018018014,0.0002992857722587453,0.0002688499310120932,0.0005681357032708385,-3.043584124665208e-05
Q46925,17065.408919739708,399,42.77044842040027,0.16666666666666666,0.29069767441860467,0.22674418604651161,-0.020050125313283207,0.00024497333559462566,0.0002324106004359269,0.00047738393603055255,-1.2562735158698761e-05
P77581,17500.332028443936,400,43.75083007110984,0.1891891891891892,0.27710843373493976,0.2469879518072289,-0.0175,0.00025,0.00026875,0.00051875,1.8749999999999995e-05
P0AC51,9474.930553499704,149,63.59013794295103,0.34782608695652173,0.23880597014925373,0.40298507462686567,-0.020134228187919465,0.0008558173055267781,0.0007206882572857079,0.0015765055628124858,-0.0001351290482410702
P0A6I0,10887.32534201304,223,48.82208673548448,0.23529411764705882,0.3577981651376147,0.1651376146788991,-0.05381165919282511,0.0006032697218926582,0.0005831607311629029,0.001186430453055561,-2.0108990729755306e-05
P0A6L4,12448.75118649311,295,42.19915656438342,0.05128205128205128,0.3081761006289308,0.2138364779874214,0.013559322033898306,0.00035621947716173516,0.00034472852628555017,0.0007009480034472853,-1.1490950876184988e-05
P06721,16242.35708118499,390,41.64706943893587,0.2,0.3625,0.2875,0.01463414634146341,0.0004045211183819155,0.0004521118381915526,0.0008566329565734681,4.7590719809637104e-05
P69924,14838.942134958108,339,43.77269066359324,0.2857142857142857,0.2575107296137339,0.1459227467811159,-0.0029498525073746312,0.00040897660131742676,0.00033066193298004717,0.0007396385342974739,-7.831466833737959e-05
P31663,13962.221678768039,282,49.51142439279447,0.2033898305084746,0.288,0.272,-0.014184397163120574,0.0004904179870227855,0.0004904179870227856,0.0009808359740455712,1.0842021724855044e-19
P0A6F1,15294.503308338699,378,40.46164896385899,0.2328767123287671,0.3142857142857143,0.2571428571428571,-0.007490636704119848,0.00044887710586485993,0.0003647126485151987,0.0008135897543800586,-8.416445734966125e-05
P42907,15220.85954142089,361,42.1630458211105,0.875,0.40350877192982454,0.5263157894736842,-0.043478260869565216,0.0007088846880907373,0.0008270321361058601,0.0015359168241965975,0.00011814744801512281
P00811,14629.499885557278,358,40.8645248199924,0.24705882352941178,0.2446043165467626,0.14388489208633093,0.027932960893854747,0.00021066758216035705,0.00026528510346119033,0.00047595268562154736,5.461752130083328e-05
P0AEN8,7405.442875481861,138,53.662629532477254,0.0,0.2903225806451613,0.3225806451612903,-0.02105263157894737,0.001329639889196676,0.000664819944598338,0.001994459833795014,-0.000664819944598338
P0A6D3,15260.086071721162,427,35.73790649115026,0.3925233644859813,0.14285714285714285,0.07142857142857142,-0.009367681498829043,0.0002522911879075737,0.00023583741478316672,0.00048812860269074036,-1.6453773124406983e-05
P52007,9681.582650046284,180,53.786570278034915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0A946,9588.63603133909,156,61.46561558550699,0.3728813559322034,0.3829787234042553,0.3404255319148936,-0.038461538461538464,0.0007396449704142013,0.0004930966469428007,0.001232741617357002,-0.00024654832347140057
P0AB80,13394.28823938309,304,44.06015868218122,0.18823529411764706,0.32222222222222224,0.16666666666666666,-0.023026315789473686,0.00038954293628808866,0.00036790166204986145,0.0007574445983379502,-2.164127423822721e-05
P28248,10813.143990051207,193,56.026652798192785,0.296875,0.2702702702702703,0.4594594594594595,-0.06735751295336787,0.0006711589572874439,0.0006443125989959461,0.00131547155628339,-2.6846358291497782e-05
P08337,7191.161112841071,125,57.529288902728574,0.0,0.0,0.0,-0.041666666666666664,0.001736111111111111,0.005208333333333333,0.006944444444444444,0.003472222222222222
P04995,22183.51178238996,460,48.22502561389122,0.29411764705882354,0.38333333333333336,0.26666666666666666,-0.041176470588235294,0.0007958477508650519,0.000588235294117647,0.001384083044982699,-0.0002076124567474049
P77324,14280.864321002065,316,45.19260861076603,0.28125,0.30612244897959184,0.20408163265306123,-0.03164556962025316,0.0002703893606793783,0.00040057683063611597,0.0006709661913154942,0.00013018746995673767
P33224,22336.234725389953,538,41.5171649170817,0.2972972972972973,0.23026315789473684,0.14144736842105263,-0.05947955390334572,0.00018656458589571732,0.00023838808197786102,0.0004249526678735783,5.18234960821437e-05
P0A9X9,7413.413857889286,85,87.2166336222269,0.47058823529411764,0.3333333333333333,0.6666666666666666,0.047058823529411764,0.001245674740484429,0.0009688581314878893,0.002214532871972318,-0.00027681660899653965
P60546,12179.866368864397,200,60.899331844321985,0.3333333333333333,0.375,0.625,0.016129032258064516,0.0010405827263267429,0.0015608740894901142,0.0026014568158168575,0.0005202913631633713
P06709,13481.811312967171,292,46.17058668824374,0.4,0.45652173913043476,0.32608695652173914,0.02608695652173913,0.000831758034026465,0.0006049149338374291,0.001436672967863894,-0.0002268431001890359
P0AEK7,13624.216481148498,216,63.075076301613414,0.3333333333333333,0.3597560975609756,0.29878048780487804,0.032407407407407406,0.0002357681755829904,0.0007287379972565158,0.0009645061728395061,0.0004929698216735254
P05050,9505.139788203356,203,46.82334871036136,0.15714285714285714,0.2,0.3333333333333333,-0.02463054187192118,0.00033973161202649905,0.0006066635929044626,0.0009463952049309616,0.0002669319808779636
P0A870,13331.85193399107,316,42.18940485440212,0.025,0.29775280898876405,0.16853932584269662,0.01898734177215189,0.00044063451369972764,0.0003705335683384073,0.000811168082038135,-7.010094536132034e-05
P04425,13669.372417663251,314,43.5330331772715,0.30434782608695654,0.26605504587155965,0.28440366972477066,-0.0031847133757961776,0.00045640796786887905,0.00038541117286705346,0.0008418191407359324,-7.099679500182558e-05
P76584,12165.276139093623,287,42.387721739002174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P32719,9849.58700063399,219,44.97528310791776,0.047619047619047616,0.31868131868131866,0.24175824175824176,0.0228310502283105,0.0006255082254331644,0.0005421071287087426,0.0011676153541419069,-8.340109672442186e-05
P65556,8407.79433205547,157,53.5528301404807,0.45454545454545453,0.0,0.0,0.0,0.008264462809917356,0.0,0.008264462809917356,-0.008264462809917356
P0AFB1,12607.377470687186,256,49.24756824487182,0.0,0.09090909090909091,0.9090909090909091,0.0,0.0022675736961451248,0.0,0.0022675736961451248,-0.0022675736961451248
P0AB71,14889.290798014714,333,44.71258497902316,0.22727272727272727,0.35789473684210527,0.28421052631578947,0.07386363636363637,0.0005810950413223141,0.0006456611570247934,0.0012267561983471077,6.456611570247934e-05
P0A805,11407.516833923948,185,61.66225315634566,0.41379310344827586,0.2857142857142857,0.3392857142857143,-0.005405405405405406,0.0009057706355003653,0.0009057706355003653,0.0018115412710007308,0.0
P0AC81,8057.4488404767235,128,62.9488190662244,0.45098039215686275,0.2857142857142857,0.19047619047619047,0.007936507936507936,0.0011337868480725624,0.0007558578987150416,0.001889644746787604,-0.0003779289493575208
